Entry Number,Hotel Name,Region,Hotel Type,Star Rating,Check-in Date,Season,Total Revenue,Occupancy Rate (%),Customer Rating (1-5),Feedback Category,Customer Comments
H2181,Mountain Retreat,Colorado,Boutique,3,3/12/2025,Spring,66780,81.82,3.5,Amenities,Modern amenities and comfortable spaces.
H2182,The Grand Oak,California,Luxury,5,3/12/2025,Spring,96390,96.44,4,Service,Staff went above and beyond.
H2183,Seaside Shores,Florida,Resort,4,3/12/2025,Spring,35870,91.69,3.7,Cleanliness,Super clean bathrooms and linens.
H2184,Metro Meridian,New York,Business,5,3/12/2025,Spring,74240,87.42,3.7,Service,Slow check-in process.
H2185,Budget Haven,Texas,Budget,3,3/12/2025,Spring,107160,99.92,4.6,Amenities,Modern amenities and comfortable spaces.
H2186,Mountain Retreat,Colorado,Boutique,3,3/13/2025,Spring,18160,76.2,3.7,Service,Slow check-in process.
H2187,The Grand Oak,California,Luxury,5,3/13/2025,Spring,87880,87.24,4.3,Amenities,Modern amenities and comfortable spaces.
H2188,Seaside Shores,Florida,Resort,4,3/13/2025,Spring,36210,87.28,4.8,Cleanliness,Room was spotless and well-kept.
H2189,Metro Meridian,New York,Business,5,3/13/2025,Spring,73200,76.81,4.3,Service,Always greeted with a smile.
H2190,Budget Haven,Texas,Budget,3,3/13/2025,Spring,57540,89.32,4.7,Amenities,Modern amenities and comfortable spaces.
H2191,Mountain Retreat,Colorado,Boutique,3,3/14/2025,Spring,78710,89.26,4.4,Cleanliness,Super clean bathrooms and linens.
H2192,The Grand Oak,California,Luxury,5,3/14/2025,Spring,44330,95.37,3.9,Cleanliness,Super clean bathrooms and linens.
H2193,Seaside Shores,Florida,Resort,4,3/14/2025,Spring,58180,78.35,4.6,Food,Tasty and well-prepared dishes.
H2194,Metro Meridian,New York,Business,5,3/14/2025,Spring,112980,74.75,4.6,Cleanliness,Room was spotless and well-kept.
H2195,Budget Haven,Texas,Budget,3,3/14/2025,Spring,39710,97.04,4.7,Cleanliness,Room was spotless and well-kept.
H2196,Mountain Retreat,Colorado,Boutique,3,3/15/2025,Spring,83170,88.24,3.9,Cleanliness,Super clean bathrooms and linens.
H2197,The Grand Oak,California,Luxury,5,3/15/2025,Spring,109100,96.17,3.5,Amenities,Modern amenities and comfortable spaces.
H2198,Seaside Shores,Florida,Resort,4,3/15/2025,Spring,19780,71.46,4.3,Service,Always greeted with a smile.
H2199,Metro Meridian,New York,Business,5,3/15/2025,Spring,118380,90.4,3.6,Amenities,Modern amenities and comfortable spaces.
H2200,Budget Haven,Texas,Budget,3,3/15/2025,Spring,116520,85.78,3.6,Service,Slow check-in process.
H2201,Mountain Retreat,Colorado,Boutique,3,3/16/2025,Spring,93700,71.54,4,Food,Tasty and well-prepared dishes.
H2202,The Grand Oak,California,Luxury,5,3/16/2025,Spring,86330,84.04,4.4,Amenities,Modern amenities and comfortable spaces.
H2203,Seaside Shores,Florida,Resort,4,3/16/2025,Spring,117110,96.73,4.2,Food,Tasty and well-prepared dishes.
H2204,Metro Meridian,New York,Business,5,3/16/2025,Spring,102560,75.01,4.4,Cleanliness,Super clean bathrooms and linens.
H2205,Budget Haven,Texas,Budget,3,3/16/2025,Spring,122040,72.57,3.8,Amenities,Modern amenities and comfortable spaces.
H2206,Mountain Retreat,Colorado,Boutique,3,3/17/2025,Spring,84000,99.51,3.8,Service,Staff went above and beyond.
H2207,The Grand Oak,California,Luxury,5,3/17/2025,Spring,62540,99.48,4.3,Cleanliness,Super clean bathrooms and linens.
H2208,Seaside Shores,Florida,Resort,4,3/17/2025,Spring,68880,70.2,4,Location,Excellent for walking everywhere.
H2209,Metro Meridian,New York,Business,5,3/17/2025,Spring,49170,88.36,4.3,Service,Always greeted with a smile.
H2210,Budget Haven,Texas,Budget,3,3/17/2025,Spring,117350,96.8,4.9,Food,Tasty and well-prepared dishes.
H2211,Mountain Retreat,Colorado,Boutique,3,3/18/2025,Spring,26890,78.64,4.1,Amenities,Modern amenities and comfortable spaces.
H2212,The Grand Oak,California,Luxury,5,3/18/2025,Spring,76340,83.8,3.6,Service,Always greeted with a smile.
H2213,Seaside Shores,Florida,Resort,4,3/18/2025,Spring,75720,82.37,3.7,Service,Always greeted with a smile.
H2214,Metro Meridian,New York,Business,5,3/18/2025,Spring,89490,82.98,4.2,Food,Tasty and well-prepared dishes.
H2215,Budget Haven,Texas,Budget,3,3/18/2025,Spring,112970,77.22,4.7,Service,Always greeted with a smile.
H2216,Mountain Retreat,Colorado,Boutique,3,3/19/2025,Spring,34450,88.48,4,Service,Always greeted with a smile.
H2217,The Grand Oak,California,Luxury,5,3/19/2025,Spring,121930,84.44,4.3,Service,Always greeted with a smile.
H2218,Seaside Shores,Florida,Resort,4,3/19/2025,Spring,87910,75.22,3.7,Service,Slow check-in process.
H2219,Metro Meridian,New York,Business,5,3/19/2025,Spring,42900,80.35,3.6,Service,Slow check-in process.
H2220,Budget Haven,Texas,Budget,3,3/19/2025,Spring,29360,97.7,3.7,Service,Slow check-in process.
H2221,Mountain Retreat,Colorado,Boutique,3,3/20/2025,Spring,65270,75.75,4.9,Amenities,Modern amenities and comfortable spaces.
H2222,The Grand Oak,California,Luxury,5,3/20/2025,Spring,87090,94.98,3.6,Cleanliness,Room was spotless and well-kept.
H2223,Seaside Shores,Florida,Resort,4,3/20/2025,Spring,65540,74.15,3.7,Service,Staff went above and beyond.
H2224,Metro Meridian,New York,Business,5,3/20/2025,Spring,13460,86.61,4.2,Amenities,Modern amenities and comfortable spaces.
H2225,Budget Haven,Texas,Budget,3,3/20/2025,Spring,35330,89.33,4.3,Service,Always greeted with a smile.
H2226,Mountain Retreat,Colorado,Boutique,3,3/21/2025,Spring,92440,95.66,4.8,Service,Staff went above and beyond.
H2227,The Grand Oak,California,Luxury,5,3/21/2025,Spring,67450,74.9,4,Location,Excellent for walking everywhere.
H2228,Seaside Shores,Florida,Resort,4,3/21/2025,Spring,112030,96.06,3.5,Amenities,Modern amenities and comfortable spaces.
H2229,Metro Meridian,New York,Business,5,3/21/2025,Spring,36770,94.56,3.5,Service,Always greeted with a smile.
H2230,Budget Haven,Texas,Budget,3,3/21/2025,Spring,108280,97.13,4.3,Service,Always greeted with a smile.
H2231,Mountain Retreat,Colorado,Boutique,3,3/22/2025,Spring,33680,95.1,3.7,Location,Excellent for walking everywhere.
H2232,The Grand Oak,California,Luxury,5,3/22/2025,Spring,113700,82.51,4.1,Location,Excellent for walking everywhere.
H2233,Seaside Shores,Florida,Resort,4,3/22/2025,Spring,102590,84.79,4.3,Service,Always greeted with a smile.
H2234,Metro Meridian,New York,Business,5,3/22/2025,Spring,88450,81.86,5,Cleanliness,Room was spotless and well-kept.
H2235,Budget Haven,Texas,Budget,3,3/22/2025,Spring,51800,76.9,4.5,Amenities,Modern amenities and comfortable spaces.
H2236,Mountain Retreat,Colorado,Boutique,3,3/23/2025,Spring,80490,99.16,3.6,Amenities,Modern amenities and comfortable spaces.
H2237,The Grand Oak,California,Luxury,5,3/23/2025,Spring,11040,91.3,4.3,Service,Always greeted with a smile.
H2238,Seaside Shores,Florida,Resort,4,3/23/2025,Spring,14230,87.14,3.7,Service,Slow check-in process.
H2239,Metro Meridian,New York,Business,5,3/23/2025,Spring,101980,81.38,4.1,Service,Staff went above and beyond.
H2240,Budget Haven,Texas,Budget,3,3/23/2025,Spring,98410,83.09,4.9,Food,Tasty and well-prepared dishes.
H2241,Mountain Retreat,Colorado,Boutique,3,3/24/2025,Spring,102040,74.02,4.8,Cleanliness,Room was spotless and well-kept.
H2242,The Grand Oak,California,Luxury,5,3/24/2025,Spring,52450,79.82,3.7,Service,Slow check-in process.
H2243,Seaside Shores,Florida,Resort,4,3/24/2025,Spring,110180,81.07,3.6,Cleanliness,Room was spotless and well-kept.
H2244,Metro Meridian,New York,Business,5,3/24/2025,Spring,30030,88.64,3.6,Service,Staff went above and beyond.
H2245,Budget Haven,Texas,Budget,3,3/24/2025,Spring,58310,78.24,4.8,Cleanliness,Super clean bathrooms and linens.
H2246,Mountain Retreat,Colorado,Boutique,3,3/25/2025,Spring,100320,74.36,4.3,Cleanliness,Room was spotless and well-kept.
H2247,The Grand Oak,California,Luxury,5,3/25/2025,Spring,22330,76.07,3.7,Service,Slow check-in process.
H2248,Seaside Shores,Florida,Resort,4,3/25/2025,Spring,115170,80.6,4.2,Service,Staff went above and beyond.
H2249,Metro Meridian,New York,Business,5,3/25/2025,Spring,21070,93.02,3.7,Amenities,Modern amenities and comfortable spaces.
H2250,Budget Haven,Texas,Budget,3,3/25/2025,Spring,18850,85.88,4.8,Service,Staff went above and beyond.
H2251,Mountain Retreat,Colorado,Boutique,3,3/26/2025,Spring,107060,98.34,3.8,Service,Slow check-in process.
H2252,The Grand Oak,California,Luxury,5,3/26/2025,Spring,67030,89.62,4.5,Food,Tasty and well-prepared dishes.
H2253,Seaside Shores,Florida,Resort,4,3/26/2025,Spring,59520,79.27,4.5,Service,Staff went above and beyond.
H2254,Metro Meridian,New York,Business,5,3/26/2025,Spring,103780,94.47,4.4,Cleanliness,Room was spotless and well-kept.
H2255,Budget Haven,Texas,Budget,3,3/26/2025,Spring,19360,90.6,4.3,Service,Always greeted with a smile.
H2256,Mountain Retreat,Colorado,Boutique,3,3/27/2025,Spring,38830,83.03,3.7,Service,Always greeted with a smile.
H2257,The Grand Oak,California,Luxury,5,3/27/2025,Spring,38160,93.55,4.3,Cleanliness,Super clean bathrooms and linens.
H2258,Seaside Shores,Florida,Resort,4,3/27/2025,Spring,14410,73.58,4.9,Location,Excellent for walking everywhere.
H2259,Metro Meridian,New York,Business,5,3/27/2025,Spring,91270,81.11,4.5,Location,Excellent for walking everywhere.
H2260,Budget Haven,Texas,Budget,3,3/27/2025,Spring,55530,91.32,3.9,Amenities,Modern amenities and comfortable spaces.
H2261,Mountain Retreat,Colorado,Boutique,3,3/28/2025,Spring,77390,83.85,4.9,Cleanliness,Room was spotless and well-kept.
H2262,The Grand Oak,California,Luxury,5,3/28/2025,Spring,41940,87.69,4.6,Service,Always greeted with a smile.
H2263,Seaside Shores,Florida,Resort,4,3/28/2025,Spring,36970,95.35,4.5,Food,Tasty and well-prepared dishes.
H2264,Metro Meridian,New York,Business,5,3/28/2025,Spring,55330,86.08,3.9,Location,Excellent for walking everywhere.
H2265,Budget Haven,Texas,Budget,3,3/28/2025,Spring,112180,88.75,3.6,Cleanliness,Super clean bathrooms and linens.
H2266,Mountain Retreat,Colorado,Boutique,3,3/29/2025,Spring,21630,97.68,3.7,Service,Slow check-in process.
H2267,The Grand Oak,California,Luxury,5,3/29/2025,Spring,104070,84.04,4.5,Cleanliness,Super clean bathrooms and linens.
H2268,Seaside Shores,Florida,Resort,4,3/29/2025,Spring,60810,98.05,3.7,Cleanliness,Room was spotless and well-kept.
H2269,Metro Meridian,New York,Business,5,3/29/2025,Spring,58950,90.96,4,Service,Staff went above and beyond.
H2270,Budget Haven,Texas,Budget,3,3/29/2025,Spring,95150,91.22,4.5,Cleanliness,Room was spotless and well-kept.
H2271,Mountain Retreat,Colorado,Boutique,3,3/30/2025,Spring,29330,74.57,3.9,Amenities,Modern amenities and comfortable spaces.
H2272,The Grand Oak,California,Luxury,5,3/30/2025,Spring,105580,93.91,4.3,Service,Always greeted with a smile.
H2273,Seaside Shores,Florida,Resort,4,3/30/2025,Spring,59140,74.12,4.8,Amenities,Modern amenities and comfortable spaces.
H2274,Metro Meridian,New York,Business,5,3/30/2025,Spring,67410,74.57,4.5,Amenities,Modern amenities and comfortable spaces.
H2275,Budget Haven,Texas,Budget,3,3/30/2025,Spring,118130,78.22,4.5,Amenities,Modern amenities and comfortable spaces.
H2276,Mountain Retreat,Colorado,Boutique,3,3/31/2025,Spring,64370,73.42,5,Amenities,Modern amenities and comfortable spaces.
H2277,The Grand Oak,California,Luxury,5,3/31/2025,Spring,11340,81.49,4.7,Cleanliness,Room was spotless and well-kept.
H2278,Seaside Shores,Florida,Resort,4,3/31/2025,Spring,7850,94.08,3.5,Service,Staff went above and beyond.
H2279,Metro Meridian,New York,Business,5,3/31/2025,Spring,103960,92.67,4.2,Food,Tasty and well-prepared dishes.
H2280,Budget Haven,Texas,Budget,3,3/31/2025,Spring,68490,87.47,4.3,Service,Always greeted with a smile.
H2281,Mountain Retreat,Colorado,Boutique,3,4/1/2025,Spring,121760,75.85,3.7,Service,Slow check-in process.
H2282,The Grand Oak,California,Luxury,5,4/1/2025,Spring,82610,81.95,3.6,Amenities,Modern amenities and comfortable spaces.
H2283,Seaside Shores,Florida,Resort,4,4/1/2025,Spring,22280,74.29,4.7,Cleanliness,Room was spotless and well-kept.
H2284,Metro Meridian,New York,Business,5,4/1/2025,Spring,71050,98.81,4.3,Service,Always greeted with a smile.
H2285,Budget Haven,Texas,Budget,3,4/1/2025,Spring,104990,78.99,4.2,Food,Tasty and well-prepared dishes.
H2286,Mountain Retreat,Colorado,Boutique,3,4/2/2025,Spring,123440,90.94,4.6,Cleanliness,Room was spotless and well-kept.
H2287,The Grand Oak,California,Luxury,5,4/2/2025,Spring,65600,89.94,3.5,Service,Always greeted with a smile.
H2288,Seaside Shores,Florida,Resort,4,4/2/2025,Spring,40100,79.07,4.5,Service,Always greeted with a smile.
H2289,Metro Meridian,New York,Business,5,4/2/2025,Spring,81330,96.19,3.7,Amenities,Modern amenities and comfortable spaces.
H2290,Budget Haven,Texas,Budget,3,4/2/2025,Spring,40650,98.91,4.7,Location,Excellent for walking everywhere.
H2291,Mountain Retreat,Colorado,Boutique,3,4/3/2025,Spring,49120,72.63,4.9,Service,Staff went above and beyond.
H2292,The Grand Oak,California,Luxury,5,4/3/2025,Spring,46030,90.03,3.7,Service,Slow check-in process.
H2293,Seaside Shores,Florida,Resort,4,4/3/2025,Spring,69040,86.31,4.2,Service,Staff went above and beyond.
H2294,Metro Meridian,New York,Business,5,4/3/2025,Spring,10570,72.94,4.5,Amenities,Modern amenities and comfortable spaces.
H2295,Budget Haven,Texas,Budget,3,4/3/2025,Spring,104490,84.6,4.9,Location,Excellent for walking everywhere.
H2296,Mountain Retreat,Colorado,Boutique,3,4/4/2025,Spring,122130,70.79,4.3,Service,Always greeted with a smile.
H2297,The Grand Oak,California,Luxury,5,4/4/2025,Spring,30640,72.31,3.9,Location,Excellent for walking everywhere.
H2298,Seaside Shores,Florida,Resort,4,4/4/2025,Spring,79750,95.78,4.6,Service,Always greeted with a smile.
H2299,Metro Meridian,New York,Business,5,4/4/2025,Spring,97160,82.77,4.4,Amenities,Modern amenities and comfortable spaces.
H2300,Budget Haven,Texas,Budget,3,4/4/2025,Spring,96110,74.04,4.3,Service,Always greeted with a smile.
H2301,Mountain Retreat,Colorado,Boutique,3,4/5/2025,Spring,43690,75.46,4.8,Service,Always greeted with a smile.
H2302,The Grand Oak,California,Luxury,5,4/5/2025,Spring,124820,86.51,4.2,Service,Always greeted with a smile.
H2303,Seaside Shores,Florida,Resort,4,4/5/2025,Spring,44020,90.67,4,Cleanliness,Room was spotless and well-kept.
H2304,Metro Meridian,New York,Business,5,4/5/2025,Spring,60410,78.83,3.6,Cleanliness,Room was spotless and well-kept.
H2305,Budget Haven,Texas,Budget,3,4/5/2025,Spring,33480,89.65,4.7,Service,Always greeted with a smile.
H2306,Mountain Retreat,Colorado,Boutique,3,4/6/2025,Spring,83770,85.82,3.6,Service,Slow check-in process.
H2307,The Grand Oak,California,Luxury,5,4/6/2025,Spring,14740,75.46,4.6,Location,Excellent for walking everywhere.
H2308,Seaside Shores,Florida,Resort,4,4/6/2025,Spring,26390,94.18,3.8,Location,Excellent for walking everywhere.
H2309,Metro Meridian,New York,Business,5,4/6/2025,Spring,115670,74.7,3.7,Service,Always greeted with a smile.
H2310,Budget Haven,Texas,Budget,3,4/6/2025,Spring,53270,73.91,4.9,Location,Excellent for walking everywhere.
H2311,Mountain Retreat,Colorado,Boutique,3,4/7/2025,Spring,113640,70.84,4.4,Food,Tasty and well-prepared dishes.
H2312,The Grand Oak,California,Luxury,5,4/7/2025,Spring,116120,92.76,4.3,Food,Tasty and well-prepared dishes.
H2313,Seaside Shores,Florida,Resort,4,4/7/2025,Spring,79330,86.94,4.5,Amenities,Modern amenities and comfortable spaces.
H2314,Metro Meridian,New York,Business,5,4/7/2025,Spring,90980,75.19,3.7,Amenities,Modern amenities and comfortable spaces.
H2315,Budget Haven,Texas,Budget,3,4/7/2025,Spring,102140,80.07,4.1,Location,Excellent for walking everywhere.
H2316,Mountain Retreat,Colorado,Boutique,3,4/8/2025,Spring,96090,98.34,3.7,Amenities,Modern amenities and comfortable spaces.
H2317,The Grand Oak,California,Luxury,5,4/8/2025,Spring,114010,83.7,4.8,Service,Always greeted with a smile.
H2318,Seaside Shores,Florida,Resort,4,4/8/2025,Spring,32360,95.3,4.5,Service,Always greeted with a smile.
H2319,Metro Meridian,New York,Business,5,4/8/2025,Spring,59950,77.38,3.8,Service,Always greeted with a smile.
H2320,Budget Haven,Texas,Budget,3,4/8/2025,Spring,119670,74.55,4.3,Cleanliness,Room was spotless and well-kept.
H2321,Mountain Retreat,Colorado,Boutique,3,4/9/2025,Spring,35360,75.65,3.9,Cleanliness,Room was spotless and well-kept.
H2322,The Grand Oak,California,Luxury,5,4/9/2025,Spring,56920,74.89,3.9,Food,Tasty and well-prepared dishes.
H2323,Seaside Shores,Florida,Resort,4,4/9/2025,Spring,46290,88.5,4.1,Cleanliness,Super clean bathrooms and linens.
H2324,Metro Meridian,New York,Business,5,4/9/2025,Spring,85500,70.71,4.8,Service,Always greeted with a smile.
H2325,Budget Haven,Texas,Budget,3,4/9/2025,Spring,65440,72.13,4.5,Cleanliness,Room was spotless and well-kept.
H2326,Mountain Retreat,Colorado,Boutique,3,4/10/2025,Spring,28640,96.58,4.1,Cleanliness,Room was spotless and well-kept.
H2327,The Grand Oak,California,Luxury,5,4/10/2025,Spring,66660,81.17,3.6,Cleanliness,Room was spotless and well-kept.
H2328,Seaside Shores,Florida,Resort,4,4/10/2025,Spring,61250,82.5,3.5,Cleanliness,Super clean bathrooms and linens.
H2329,Metro Meridian,New York,Business,5,4/10/2025,Spring,117860,86.41,3.9,Cleanliness,Super clean bathrooms and linens.
H2330,Budget Haven,Texas,Budget,3,4/10/2025,Spring,69000,86.18,4.6,Service,Staff went above and beyond.
H2331,Mountain Retreat,Colorado,Boutique,3,4/11/2025,Spring,64290,76.89,4.9,Service,Always greeted with a smile.
H2332,The Grand Oak,California,Luxury,5,4/11/2025,Spring,91060,82.05,4.9,Cleanliness,Room was spotless and well-kept.
H2333,Seaside Shores,Florida,Resort,4,4/11/2025,Spring,108470,90.1,3.5,Location,Excellent for walking everywhere.
H2334,Metro Meridian,New York,Business,5,4/11/2025,Spring,11470,96.74,4.7,Service,Staff went above and beyond.
H2335,Budget Haven,Texas,Budget,3,4/11/2025,Spring,67250,71.61,4.8,Service,Always greeted with a smile.
H2336,Mountain Retreat,Colorado,Boutique,3,4/12/2025,Spring,61760,83.5,4.4,Location,Excellent for walking everywhere.
H2337,The Grand Oak,California,Luxury,5,4/12/2025,Spring,38400,87.15,3.7,Service,Slow check-in process.
H2338,Seaside Shores,Florida,Resort,4,4/12/2025,Spring,18060,73.01,4.8,Service,Always greeted with a smile.
H2339,Metro Meridian,New York,Business,5,4/12/2025,Spring,93850,74.78,3.8,Amenities,Modern amenities and comfortable spaces.
H2340,Budget Haven,Texas,Budget,3,4/12/2025,Spring,96850,98.59,4,Amenities,Modern amenities and comfortable spaces.
H2341,Mountain Retreat,Colorado,Boutique,3,4/13/2025,Spring,8560,77.55,4.8,Cleanliness,Super clean bathrooms and linens.
H2342,The Grand Oak,California,Luxury,5,4/13/2025,Spring,67160,72.25,4.8,Cleanliness,Room was spotless and well-kept.
H2343,Seaside Shores,Florida,Resort,4,4/13/2025,Spring,92920,90.79,4.8,Service,Always greeted with a smile.
H2344,Metro Meridian,New York,Business,5,4/13/2025,Spring,47910,95.58,4.8,Service,Always greeted with a smile.
H2345,Budget Haven,Texas,Budget,3,4/13/2025,Spring,41940,73.75,4.2,Location,Excellent for walking everywhere.
H2346,Mountain Retreat,Colorado,Boutique,3,4/14/2025,Spring,103270,71.9,3.5,Service,Always greeted with a smile.
H2347,The Grand Oak,California,Luxury,5,4/14/2025,Spring,59990,97.93,4.4,Cleanliness,Super clean bathrooms and linens.
H2348,Seaside Shores,Florida,Resort,4,4/14/2025,Spring,41480,82.01,4.8,Service,Always greeted with a smile.
H2349,Metro Meridian,New York,Business,5,4/14/2025,Spring,79100,76.41,4.6,Food,Tasty and well-prepared dishes.
H2350,Budget Haven,Texas,Budget,3,4/14/2025,Spring,102960,76.94,4.8,Service,Always greeted with a smile.
H2351,Mountain Retreat,Colorado,Boutique,3,4/15/2025,Spring,18070,91.97,3.8,Service,Slow check-in process.
H2352,The Grand Oak,California,Luxury,5,4/15/2025,Spring,119390,98.57,3.6,Food,Tasty and well-prepared dishes.
H2353,Seaside Shores,Florida,Resort,4,4/15/2025,Spring,92800,86.05,4.7,Service,Always greeted with a smile.
H2354,Metro Meridian,New York,Business,5,4/15/2025,Spring,56730,94.41,5,Cleanliness,Room was spotless and well-kept.
H2355,Budget Haven,Texas,Budget,3,4/15/2025,Spring,22420,85.48,4.6,Location,Excellent for walking everywhere.
H2356,Mountain Retreat,Colorado,Boutique,3,4/16/2025,Spring,17570,86.87,3.7,Service,Slow check-in process.
H2357,The Grand Oak,California,Luxury,5,4/16/2025,Spring,96410,83.06,4.4,Location,Excellent for walking everywhere.
H2358,Seaside Shores,Florida,Resort,4,4/16/2025,Spring,88100,78.51,3.7,Amenities,Modern amenities and comfortable spaces.
H2359,Metro Meridian,New York,Business,5,4/16/2025,Spring,14980,92.52,4.8,Service,Always greeted with a smile.
H2360,Budget Haven,Texas,Budget,3,4/16/2025,Spring,107840,93.39,4.8,Location,Excellent for walking everywhere.
H2361,Mountain Retreat,Colorado,Boutique,3,4/17/2025,Spring,117820,83.4,4.9,Cleanliness,Room was spotless and well-kept.
H2362,The Grand Oak,California,Luxury,5,4/17/2025,Spring,78200,76.42,4.8,Service,Always greeted with a smile.
H2363,Seaside Shores,Florida,Resort,4,4/17/2025,Spring,32990,70.83,4.6,Cleanliness,Super clean bathrooms and linens.
H2364,Metro Meridian,New York,Business,5,4/17/2025,Spring,19550,86.05,4.1,Food,Tasty and well-prepared dishes.
H2365,Budget Haven,Texas,Budget,3,4/17/2025,Spring,108360,86.77,4.8,Service,Always greeted with a smile.
H2366,Mountain Retreat,Colorado,Boutique,3,4/18/2025,Spring,30390,70.45,3.5,Food,Tasty and well-prepared dishes.
H2367,The Grand Oak,California,Luxury,5,4/18/2025,Spring,94730,97.18,4,Location,Excellent for walking everywhere.
H2368,Seaside Shores,Florida,Resort,4,4/18/2025,Spring,61940,98.29,4.8,Service,Always greeted with a smile.
H2369,Metro Meridian,New York,Business,5,4/18/2025,Spring,44790,91.73,4.6,Service,Always greeted with a smile.
H2370,Budget Haven,Texas,Budget,3,4/18/2025,Spring,79300,81.76,4.1,Location,Excellent for walking everywhere.
H2371,Mountain Retreat,Colorado,Boutique,3,4/19/2025,Spring,19500,82.08,4.5,Service,Staff went above and beyond.
H2372,The Grand Oak,California,Luxury,5,4/19/2025,Spring,107440,85.71,4.7,Service,Always greeted with a smile.
H2373,Seaside Shores,Florida,Resort,4,4/19/2025,Spring,7220,82.94,4.2,Amenities,Modern amenities and comfortable spaces.
H2374,Metro Meridian,New York,Business,5,4/19/2025,Spring,74350,74.01,4.7,Service,Staff went above and beyond.
H2375,Budget Haven,Texas,Budget,3,4/19/2025,Spring,47710,71.1,4.8,Service,Always greeted with a smile.
H2376,Mountain Retreat,Colorado,Boutique,3,4/20/2025,Spring,78200,91.54,4.7,Amenities,Modern amenities and comfortable spaces.
H2377,The Grand Oak,California,Luxury,5,4/20/2025,Spring,14820,94.88,4.7,Cleanliness,Super clean bathrooms and linens.
H2378,Seaside Shores,Florida,Resort,4,4/20/2025,Spring,31890,92.06,4.8,Service,Always greeted with a smile.
H2379,Metro Meridian,New York,Business,5,4/20/2025,Spring,66130,93.78,4,Amenities,Modern amenities and comfortable spaces.
H2380,Budget Haven,Texas,Budget,3,4/20/2025,Spring,74260,86.35,5,Location,Excellent for walking everywhere.
H2381,Mountain Retreat,Colorado,Boutique,3,4/21/2025,Spring,90850,81.31,4.6,Amenities,Modern amenities and comfortable spaces.
H2382,The Grand Oak,California,Luxury,5,4/21/2025,Spring,56720,94.51,3.8,Amenities,Modern amenities and comfortable spaces.
H2383,Seaside Shores,Florida,Resort,4,4/21/2025,Spring,97840,73.41,4.2,Cleanliness,Room was spotless and well-kept.
H2384,Metro Meridian,New York,Business,5,4/21/2025,Spring,79380,95.08,4.2,Cleanliness,Super clean bathrooms and linens.
H2385,Budget Haven,Texas,Budget,3,4/21/2025,Spring,62750,92.78,4.7,Amenities,Modern amenities and comfortable spaces.
H2386,Mountain Retreat,Colorado,Boutique,3,4/22/2025,Spring,26540,70.56,3.7,Cleanliness,Super clean bathrooms and linens.
H2387,The Grand Oak,California,Luxury,5,4/22/2025,Spring,89780,71.56,4.5,Food,Tasty and well-prepared dishes.
H2388,Seaside Shores,Florida,Resort,4,4/22/2025,Spring,111990,71.34,4.8,Amenities,Modern amenities and comfortable spaces.
H2389,Metro Meridian,New York,Business,5,4/22/2025,Spring,34900,74.56,4.4,Location,Excellent for walking everywhere.
H2390,Budget Haven,Texas,Budget,3,4/22/2025,Spring,112110,71.13,4.7,Cleanliness,Room was spotless and well-kept.
H2391,Mountain Retreat,Colorado,Boutique,3,4/23/2025,Spring,117740,76.63,3.8,Cleanliness,Super clean bathrooms and linens.
H2392,The Grand Oak,California,Luxury,5,4/23/2025,Spring,119390,87.35,4.1,Service,Slow check-in process.
H2393,Seaside Shores,Florida,Resort,4,4/23/2025,Spring,100670,76.32,4.4,Cleanliness,Super clean bathrooms and linens.
H2394,Metro Meridian,New York,Business,5,4/23/2025,Spring,57620,83.57,4.9,Cleanliness,Room was spotless and well-kept.
H2395,Budget Haven,Texas,Budget,3,4/23/2025,Spring,9950,98.33,3.8,Service,Slow check-in process.
H2396,Mountain Retreat,Colorado,Boutique,3,4/24/2025,Spring,96120,99.49,3.6,Service,Slow check-in process.
H2397,The Grand Oak,California,Luxury,5,4/24/2025,Spring,62230,96.75,3.8,Service,Always greeted with a smile.
H2398,Seaside Shores,Florida,Resort,4,4/24/2025,Spring,117670,90.87,4.8,Service,Always greeted with a smile.
H2399,Metro Meridian,New York,Business,5,4/24/2025,Spring,48240,98.32,4.6,Food,Tasty and well-prepared dishes.
H2400,Budget Haven,Texas,Budget,3,4/24/2025,Spring,7820,90.82,4,Service,Always greeted with a smile.
H2401,Mountain Retreat,Colorado,Boutique,3,4/25/2025,Spring,26320,99.38,4.4,Service,Always greeted with a smile.
H2402,The Grand Oak,California,Luxury,5,4/25/2025,Spring,15890,88.98,3.9,Cleanliness,Super clean bathrooms and linens.
H2403,Seaside Shores,Florida,Resort,4,4/25/2025,Spring,95030,74.13,4.5,Service,Always greeted with a smile.
H2404,Metro Meridian,New York,Business,5,4/25/2025,Spring,99160,99.8,4.4,Service,Staff went above and beyond.
H2405,Budget Haven,Texas,Budget,3,4/25/2025,Spring,42910,93.76,3.9,Service,Always greeted with a smile.
H2406,Mountain Retreat,Colorado,Boutique,3,4/26/2025,Spring,121500,90.99,4.9,Amenities,Modern amenities and comfortable spaces.
H2407,The Grand Oak,California,Luxury,5,4/26/2025,Spring,17990,92.33,4,Food,Tasty and well-prepared dishes.
H2408,Seaside Shores,Florida,Resort,4,4/26/2025,Spring,105740,81.62,3.5,Service,Staff went above and beyond.
H2409,Metro Meridian,New York,Business,5,4/26/2025,Spring,20660,73.98,4.4,Service,Always greeted with a smile.
